"FQ_ID","QUESTION"
"1","我想知道我贷记卡的自动还款账号"
"1","我想知道我贷记卡哪个账号在自动扣款"
"1","我贷记卡哪个账号在自动还款"
"1","贷记卡查询自扣还款账号"
"1","贷记卡自动还款的是哪个账号"
"1","帮忙查一下我贷记卡的自动还款账号"
"1","查一下贷记卡的自动还款账号"
"1","查一下我哪个贷记卡账号在自动还款"
"1","我需要知道我贷记卡的自动还款账号"
"1","我的贷记卡在自动还款的是哪个账号"
"1","我想看看我的贷记卡自动还款账号是哪个"
"10","你们哪几个网点可以购买个人存款证明"
"10","购买个人存款证明有指定网点吗"
"10","我可以去哪些网点购买个人存款证明"
"10","购买个人存款证明的受理网点在哪里"
"10","你们所有的网点都可以购买个人存款证明吗"
"100","怎么样才能进行借记卡短信提醒开通"
"100","借记卡短信提醒开通怎么进行"
"100","借记卡短信提醒开通需要哪些材料"
"100","借记卡短信提醒开通需要准备些什么"
"100","想要进行借记卡短信提醒开通该怎么办"
"100","借记卡短信提醒该怎么开通"
"101","怎样自助开通企业手机银行"
"101","自助开通手机银行的方法"
"101","想开通企业手机银行该如何操作"
"101","企业手机银行要怎么自助开通"
"101","自助办理企业手机银行"
"101","自助开通企业手机银行"
"101","如何开通企业手机银行"
"102","贷记卡销户在哪儿办"
"102","贷记卡销户"
"102","贷记卡的销户需要带什么"
"102","我怎么才能办信用卡的销户"
"102","我怎么才能办贷记卡的销户"
"102","在哪儿可以办信用卡的销户"
"102","在哪儿可以办贷记卡的销户"
"102","在电话里面能办信用卡销户嘛"
"102","在电话里面能办贷记卡销户嘛"
"102","信用卡的销户需要带什么"
"102","去柜台办信用卡的销户要带什么"
"102","去柜台办贷记卡的销户要带什么"
"102","信用卡销户在哪儿办"
"103","基金多少次无法扣款会取消定投"
"103","基金定投多少次扣款不成功后取消"
"103","基金定投第几次扣款不成功的时候会取消"
"103","基金定投的时候扣款多次是不是会被取消"
"103","几次扣款没有成功会取消基金定投"
"104","存折短信通知号码修改需要准备些什么"
"104","想要进行存折短信通知号码修改该怎么办"
"104","存折短信通知号码修改需要哪些材料"
"104","存折短信通知号码该怎么修改"
"104","怎么样才能进行存折短信通知号码修改"
"104","存折短信通知号码修改怎么进行"
"105","借记卡的余额可以在语音里面查吗"
"105","借记卡消费明细能在语音查吗"
"105","可以在电话里面查借记卡余额吗"
"105","怎么在客服热线查询借记卡明细"
"105","怎么在你们的电话里面查借记卡余额"
"105","怎么在语音系统查借记卡余额"
"106","你们有个人的存款证明吗"
"106","哪里可以打印个人存款证明"
"106","办理个人存款证明要提交哪些手续"
"106","个人存款证明怎么办理"
"106","我想办理个人的存款证明"
"107","我用电子钱包卡在消费商家说没有收到钱但是我已经扣款了"
"107","电子钱包卡金额核对不上怎么查询"
"107","我的电子钱包卡余额和上一笔支付后的金额核对不上"
"107","我的电子钱包卡刚刚圈存的钱怎么没有到账"
"107","电子钱包卡上钱已扣商家查不到这一笔记录"
"108","企业网银可不可以跨行批量转账"
"108","企业网银代发的工资可以转到其他银行吗"
"108","公司发工资可以发到其他银行吗"
"108","公司发工资必须发到你们银行吗"
"108","向其他行账户批量转账如何操作"
"108","企业网银能否向其他银行账户批量转账"
"108","怎么向其他银行账户批量转账"
"108","批量转账对象可否为其他行"
"108","你们可以把工资发到其他银行吗"
"108","能不能向其他银行账户批量转账"
"108","企业网银的代发工资必须转到你们银行吗"
"109","组织机构代码证信息如何同步到企业网银"
"109","客户组织机构代码证获取失败该怎么处理"
"109","如何解决客户组织机构代码证获取失败"
"109","怎么才能解决客户组织机构代码证获取失败的问题"
"109","企业网银如何同步组织机构代码证信息"
"109","提示客户组织机构代码证获取失败怎么办"
"11","怎么才能用蜜蜂校园卡做校园充值"
"11","我想知道蜜蜂校园卡怎么校园充值的"
"11","请问一下蜜蜂校园卡的校园充值是怎么做的"
"11","蜜蜂校园卡怎么校园充值"
"11","蜜蜂校园卡怎么实现校园充值"
"11","蜜蜂校园卡能不能在学校里面充值"
"11","问一下蜜蜂校园卡怎么用来校园充值"
"11","蜜蜂校园卡的校园充值怎么做"
"110","如何连接手机银行蓝牙蜜盾"
"110","手机银行蓝牙蜜盾连接步骤"
"110","手机银行蓝牙蜜盾连接方法"
"110","为什么蓝牙蜜盾和手机连接不上"
"110","蓝牙蜜盾如何和手机匹配"
"111","信用卡商城地址发一下"
"111","信用卡的商城在哪儿"
"111","提供一下信用卡的商城地址"
"111","我需要去信用卡商城消费"
"111","信用卡是不是有商城"
"111","有信用卡商城的网站吗"
"111","发一下信用卡的商城网址"
"111","我找一下信用卡商城"
"112","企业网银电子票据提示付款后如何查找"
"112","企业网银电子票据已经逾期提示付款为什么查不到"
"112","企业网银电子票据逾期后如何查找"
"112","企业网银电子票据逾期后提示付款"
"112","为什么企业网银电子票据已经逾期提示付款却查不到"
"113","我的综合积分现在还能兑换礼品嘛"
"113","我的综合积分可以兑换什么物品"
"113","我的综合积分可以兑换物品嘛"
"113","你们最近综合积分兑换有什么物品参加活动"
"113","现在的综合积分兑换有活动嘛"
"113","我能不能拿我的综合积分兑换物品"
"113","我的综合积分能不能兑换东西"
"113","我的综合积分想换物品"
"114","一卡通代扣怎么办理"
"114","你们有一卡通代扣业务吗"
"114","水电煤气可以绑定代扣吗"
"114","哪里可以办理一卡通代扣"
"114","我想绑定一卡通代扣业务"
"115","我想改一下我信用卡的免密支付额度"
"115","信用卡的免密支付额度可以更改嘛"
"115","信用卡的免密额度是不是可以修改"
"115","我的信用卡的免密支付的额度能不能修改"
"115","我的信用卡免密额度能不能修改"
"115","我的信用卡免密支付的额度是否可以修改"
"115","我需要修改信用卡的免密支付额度"
"115","我需要修改我信用卡的免密支付额度"
"115","我想修改信用卡的免密额度"
"116","是不是赎回周周利之后本金也是一起退的"
"116","赎回周周利之后本金也一起退嘛"
"116","周周利赎回本金同时退回嘛"
"116","周周利赎回本金什么时候到账"
"116","周周利的本金什么时候退"
"116","周周利的本金什么时候到账"
"116","周周利的本金和赎回同时到账嘛"
"116","周周利不买之后什么时候本金到账"
"116","我不想续费周周利了本金什么时候回来"
"116","我的周周利不买了本金什么时候退"
"117","借记卡活期转定期怎么进行"
"117","准备哪些材料才能进行借记卡活期转定期"
"117","借记卡活期转定期怎么办"
"117","借记卡活期转定期需要准备些什么"
"117","借记卡活期转定期如何处理"
"117","借记卡活期转定期需要哪些材料"
"118","我想知道怎么才能关掉手机银行"
"118","手机银行能不能关闭"
"118","请问一下关闭手机银行需要怎么做"
"118","我需要关闭掉我的手机银行"
"118","手机银行能不能把他关掉"
"118","关闭手机银行的手续是怎么用的"
"118","我想关闭手机银行"
"118","怎么关闭手机银行"
"118","手机银行的关闭需要走什么程序"
"118","我想要关闭手机银行"
"119","信用卡年费怎么算"
"119","信用卡年费怎么收取"
"119","信用卡年费是多少"
"119","信用卡年费多少"
"119","信用卡要年费嘛"
"119","信用卡要不要交年费"
"119","怎么收信用卡的年费"
"119","我的信用卡一年交多少年费"
"119","信用卡有没有年费"
"119","信用卡怎么收年费"
"12","准备哪些材料才能进行办理企业五证合一"
"12","企业办理五证合一需要准备些什么"
"12","企业五证合一办理怎么进行"
"12","企业五证合一如何办理"
"12","企业五证合一需要哪些材料"
"12","企业需要办理五证合一该怎么办"
"120","我想知道黄金的购买时间"
"120","什么时候能买你们的黄金"
"120","什么时间段可以买你们的黄金"
"120","我想买黄金的话什么时候可以买"
"120","我想问一下你们的黄金什么时候可以买"
"120","我什么时候才能买你们的黄金"
"120","黄金有没有购买时间"
"120","你们的黄金的购买有时间段嘛"
"120","你们的黄金有购买时间嘛"
"121","如何进入企业网上银行操作界面"
"121","如何进入企业网上银行系统"
"121","如何进入企业网上银行主页"
"121","企业网上银行登陆入口在哪"
"121","怎样登陆企业网上银行"
"122","这张卡能不能网购"
"122","这张卡我要网上购物"
"122","这张卡要开通网银"
"122","这张卡怎么开通网银"
"122","网银需要开通一下"
"122","网银怎么开通"
"122","我的卡能不能开通网银"
"122","我想开通网银"
"122","我要开通网银"
"122","我要添加到支付宝"
"123","如何购买基金"
"123","基金要怎么购买"
"123","购买基金要办理什么手续"
"123","购买基金要提交什么资料"
"123","哪里可以购买基金"
"124","单日网银转账有限额吗"
"124","网银转账的单日交易限额是多少"
"124","网银转账的单日限额是多少"
"124","网银转账交易限额超过当日限额怎么办"
"124","网银转账每日转账限额是多少"
"124","网银转账有单日限额吗"
"125","信用卡的额度是多少"
"125","信用卡的额度现在是多少"
"125","我想查一下我贷记卡的额度"
"125","我想查一下我信用卡的额度"
"125","我想看我的贷记卡额度"
"125","贷记卡的额度现在是多少"
"125","贷记卡额度"
"125","贷记卡额度是多少"
"125","我的贷记卡额度是多少"
"125","我的信用卡额度是多少"
"125","我看一下我的信用卡额度"
"126","提示我说beekey密码锁了"
"126","我想问一下beekey被锁了要怎么办"
"126","我想问一下beekey密码被锁了要怎么办"
"126","登录网银的时候多试了几次beekey密码被锁了"
"126","我登录网银的时候说beekey密码被锁了"
"126","我的beekey被锁了"
"127","我需要修改借记卡的免密支付额度"
"127","我需要修改我借记卡的免密支付额度"
"127","借记卡的免密额度是不是可以修改"
"127","借记卡的免密支付额度可以更改嘛"
"127","我想修改借记卡的免密额度"
"127","我的借记卡的免密支付的额度能不能修改"
"127","我的借记卡免密额度能不能修改"
"127","我的借记卡免密支付的额度是否可以修改"
"127","我想改一下我借记卡的免密支付额度"
"128","我需要查企业网银大批量转账的记录"
"128","怎么查询企业网银批量代发明细"
"128","企业网银批量代发结果查询"
"128","企业网银批量代发明细查询"
"128","企业网银批量转账的明细"
"128","企业网银怎么查批量转账的历史纪录"
"128","企业网银怎么查批量转账的明细"
"128","如何查询企业网银批量代发的结果"
"128","如何查询企业网银批量代发结果"
"128","如何查询企业网银批量代发明细"
"128","想查一下企业网银的批量转账记录"
"128","企业网银代发工资结果查询"
"128","企业网银代发工资明细查询"
"129","账号进行挂失新开或者销户不想丢失签约的理财"
"129","账号进行挂失新开或者销户时还想保留签约的基金"
"129","账号进行挂失新开或者销户时还想保留签约的理财"
"129","账号进行挂失新开或者销户时基金会丢失吗"
"129","账号进行挂失新开或者销户时理财会丢失吗"
"129","账号进行挂失新开或者销户时能不能保留基金"
"129","账号进行挂失新开或者销户时能不能保留理财"
"129","账号进行挂失新开或者销户不想丢失签约的基金"
"13","去柜台办五一服务卡的销户要带什么"
"13","五一服务卡的销户需要带什么"
"13","五一服务卡的销户需要什么资料"
"13","五一服务卡销户的程序是什么"
"13","五一服务卡销户在哪儿办"
"13","我怎么才能办五一服务卡的销户"
"13","在电话里面能办五一服务卡销户嘛"
"13","在哪儿可以办五一服务卡的销户"
"13","我可以在哪儿办五一服务卡销户"
"13","我想办一下五一服务卡的销户"
"13","五一服务卡怎么销户"
"130","visa在国外的单日取款额度"
"130","visa在国外取款一笔最多可以刷多少"
"130","visa在国外取现最多每天刷多少钱"
"130","visa在国外取现最多一笔刷多少钱"
"130","visa在国外刷卡每天最多可以取多少"
"130","我想知道visa信用卡在国外每天可以取多少钱"
"130","我想知道visa信用卡在国外一笔可以取多少钱"
"130","我想知道visa在国外的单笔取款额度"
"130","我想知道visa在国外的单日取款额度"
"130","visa信用卡国外取钱的单日额度是多少"
"130","visa信用卡国外取现金的单笔额度是多少"
"130","visa信用卡境外取现单日限额"
"130","visa信用卡境外取现每月限额"
"130","visa信用卡是不是在国外取钱每笔都有额度"
"130","visa信用卡是不是在国外取现金每日都有额度"
"130","visa信用卡在国外的单笔取款额度是多少"
"130","visa信用卡在国外的单日取款额度是多少"
"130","visa信用卡在国外的每天可以取多少钱"
"130","visa信用卡在国外的一笔可以取多少钱"
"130","visa的国外单笔取现最多是多少"
"130","visa的国外单日取款是多少"
"130","visa在国外的单笔取款额度"
"131","借记卡小额付款不需要密码能不能关闭"
"131","借记卡小额免密关闭"
"131","我的借记卡能不能关闭小额付款不需要密码"
"131","我的借记卡能不能关闭小额免密付款"
"131","我的借记卡想关闭小额免密"
"131","我想关闭借记卡小额付款不输密码"
"131","我想借记卡小额付款不输密码"
"132","在非工作日可以操作企业网银小额交易吗"
"132","在非工作日可以受理企业网银小额交易吗"
"132","企业网银小额交易在非工作日可用吗"
"132","企业网银小额交易在非工作日受理吗"
"132","企业网银小额业务交易时间"
"132","企业网银小额业务开放时间"
"132","企业网银小额业务受理时间"
"133","我可以在网上用蜜蜂贷记卡吗"
"133","我可以在网上用蜜蜂信用卡吗"
"133","我能不能网上支付的时候用你们的蜜蜂贷记卡"
"133","我能不能网上支付的时候用你们的蜜蜂信用卡"
"133","蜜蜂贷记卡可以网上支付吗"
"133","蜜蜂贷记卡是否支持网上支付"
"133","蜜蜂信用卡可以网上支付吗"
"133","你们的蜜蜂贷记卡支持网上付款吗"
"133","你们的蜜蜂信用卡支持网上付款吗"
"134","想取消企业网银已调教的交易该怎么操作"
"134","如何取消企业网银已提交的交易"
"134","怎么取消企业网银预约交易"
"134","企业网银直接支付交易可以取消吗"
"134","企业网银已提交的交易是否可以支付"
"134","企业网银预约支付交易可以取消吗"
"135","如何办理网银证书过期问题"
"135","网银证书到期更换"
"135","网银证书到期了怎么办"
"135","网银证书到期如何办理"
"135","网银证书到期什么意思"
"135","网银证书过期"
"135","怎么处理我的网银证书到期问题"
"135","我的网银证书到期了"
"135","我的网银证书过期了要补办吗"
"136","信用卡账单需要补寄"
"136","信用卡账单找不到了需要补寄一份"
"136","贷记卡账单补寄"
"136","贷记卡账单需要补寄"
"136","贷记卡账单找不到了需要补寄一份"
"136","先前发给我的贷记卡账单找不到了能不能再寄一份"
"136","先前发给我的信用卡账单找不到了能不能再寄一份"
"136","能不能补寄一份贷记卡的账单"
"136","能不能补寄一份信用卡的账单"
"137","企业网银不同登录方式有什么区别"
"137","企业网银的登录方式有何区别"
"137","企业网银的所有登录方式"
"137","企业网银登录方式有什么区别"
"137","可以通过哪些方式登录企业网银"
"137","企业网银都有什么登录方式"
"137","企业网银各种登录方式有什么区别"
"137","企业网银还能通过其他方式登录吗"
"137","企业网银可以怎么登录"
"137","企业网银是否有其他的登录方式"
"137","企业网银有哪几种登录方法"
"137","企业网银有哪些登录方式"
"138","电子标签的优惠期限"
"138","电子标签是不是有通行优惠"
"138","etc的电子标签通行有多少优惠"
"138","etc的电子标签有没有优惠"
"138","etc是不是有通行优惠"
"138","使用ETC电子标签是否通行有优惠"
"138","我买电子标签通行有优惠吗"
"138","办理电子标签的话出行是不是有优惠"
"138","你们的电子标签通行打几折"
"139","电子钱包卡的损坏是否需要补办"
"139","电子钱包卡的损坏影响到了我的使用"
"139","电子钱包卡坏了的话补办要不要钱"
"139","电子钱包卡坏了能不能补办"
"139","电子钱包卡损坏是否需要补办"
"139","电子钱包卡怎么会坏"
"139","我的电子钱包卡坏了怎么办"
"139","我的电子钱包卡损坏可以重新开卡嘛"
"139","我的电子钱包卡损坏了影响我的使用了"
"139","我的电子钱包卡怎么坏了"
"14","办理手机银行业务需要什么材料"
"14","我要是去网点办企业手机银行需要带什么"
"14","我想开通企业手机银行应该怎么操作"
"14","开通企业的手机银行需要带什么材料"
"14","开通企业手机银行需要带什么证件"
"14","开通企业手机银行需要准备什么东西"
"14","我去办公司办企业手机银行需要带什么材料"
"140","准备哪些材料才能进行企业账户现金取款"
"140","企业账户现金怎么进行取款"
"140","企业账户现金如何取款"
"140","企业账户现金取款需要准备些什么"
"140","企业账户现金取款需要哪些材料"
"140","企业账户现金取款如何办理"
"141","visa信用卡丢了怎么办"
"141","visa信用卡丢失怎么补办"
"141","visa信用卡遗失后该怎么办"
"141","visa信用卡怎么补办"
"141","怎么补一张visa信用卡"
"141","我的visa信用卡找不到了"
"141","我想知道怎么补办visa信用卡"
"141","我要补办visa信用卡"
"141","我的visa信用卡丢了"
"141","我的visa信用卡丢了怎么挂失"
"142","怎么设置常用付款账户"
"142","如何把账户设置为常用付款账户"
"142","如何设置企业网银常用付款账户"
"142","常用付款账户的设置在哪"
"142","设置常用付款账户流程"
"143","我的信用卡是不是每天只能免密支付额度是固定的"
"143","信用卡小额免密单笔限额"
"143","信用卡小额免密单日限额"
"143","信用卡的免密每笔有多少额度"
"143","信用卡的免密每天有多少额度"
"143","信用卡每笔的免密支付额度是多少"
"143","信用卡每笔有多少的免密额度"
"143","信用卡每天的免密支付额度是多少"
"143","信用卡每天有多少的免密额度"
"143","信用卡的每笔免密额度是多少"
"143","信用卡的每天免密额度是多少"
"143","我想问一下信用卡的每日免密支付额度是多少"
"143","我想问一下信用卡的免密支付单笔额度是多少"
"143","我想查一下我的信用卡的单笔免密额度"
"143","我想查一下我每天的信用卡的免密额度"
"143","我的信用卡每笔的免密额度是多少"
"143","我的信用卡每天的免密额度是多少"
"143","我的信用卡是不是每笔只能免密支付的额度是固定的"
"144","电子商业承兑汇票怎么转换成纸质商业承兑汇票"
"144","电子商业承兑汇票如何变为纸质商业承兑汇票"
"144","纸质商业承兑汇票怎么转换成电子商业承兑汇票"
"144","纸质商业承兑汇票如何变为电子商业承兑汇票"
"144","纸质商业承兑汇票能不能转为电子票据"
"144","纸质商承能否转换为电子汇票"
"144","纸质票据和电子票据能否相互转换"
"144","柜面的电子票据能否转成纸质票据"
"144","电子商承能否转换为纸质汇票"
"144","电子商业承兑汇票能不能转为纸质票据"
"145","借记卡定期转活期需要准备些什么"
"145","借记卡定期转活期需要哪些材料"
"145","借记卡定期转活期如何处理"
"145","准备哪些材料才能进行借记卡定期转活期"
"145","借记卡定期转活期怎么进行"
"145","借记卡定期转活期怎么办"
"146","企业网银电票兑付完成后是否有提示"
"146","企业网银电票兑付完成后是否有提醒"
"146","企业网银电票兑现后是否有提醒"
"146","企业网银电票兑现后是否有提示"
"146","银行在企业网银电票兑现成功后是否会提示"
"147","融合卡如何办理注销"
"147","融合卡注销要办理什么手续"
"147","我要把融合卡注销"
"147","融合卡哪里可以销户"
"147","融合卡会自动注销吗"
"148","校园卡圈存以后会有短信提醒吗"
"148","校园卡圈存的短信是实时发送的吗"
"148","校园卡圈存成功的短信什么时候会发送"
"148","校园卡的圈存短信怎么没有收到"
"148","校园卡圈存成功的短信会立刻收到吗"
"149","我在国外把卡丢了"
"149","我的卡在国外被盗刷了"
"149","我的卡丢在国外了"
"149","我人在国外卡丢了"
"149","信用卡在国外被盗刷"
"149","短信提示说我的卡在国外被刷了"
"149","境外挂失"
"149","境外盗刷"
"149","怎么在国外挂失信用卡"
"149","境外怎么挂失"
"15","存折活期余额查询需要哪些材料"
"15","想要进行存折活期余额查询该怎么办"
"15","怎么样才能进行存折活期余额查询"
"15","存折活期余额该怎么查询"
"15","存折活期余额查询怎么进行"
"15","存折活期余额查询需要准备些什么"
"150","借记IC卡交易密码遗忘如何处理"
"150","准备哪些材料才能进行借记IC卡交易密码遗忘找回"
"150","借记IC卡交易密码遗忘找回需要哪些材料"
"150","借记IC卡交易密码遗忘需要准备些什么"
"150","借记IC卡交易密码遗忘怎么进行找回"
"150","借记IC卡交易密码遗忘怎么办"
"151","我的网银专业版显示数字签名错误怎么办"
"151","网银专业版显示数字签名错误是什么原因"
"151","为什么网银专业版显示数字签名错误"
"151","哪些情况会导致网银专业版显示数字签名错误"
"151","网银专业版显示数字签名错误如何解决"
"152","金领卡消费是不是可以免手续费的"
"152","金领卡消费的手续费怎么算"
"152","金领卡消费的手续费如何收取"
"152","金领卡去消费要收取手续费吗"
"152","金领卡消费有手续费吗"
"153","什么情况下会变为不动户"
"153","账户为什么会转为不动户"
"153","账户变为不动户的条件"
"153","怎么样就是不动户了"
"153","不动户的生成条件"
"154","理财风险评估只能在网点柜台办理吗"
"154","做理财风险评估的渠道有哪些"
"154","手机银行可以做理财风险评估吗"
"154","哪里可以做理财风险评估"
"154","我要买理财哪里可以做风险评估"
"155","企业开户最多跑一次的标准是什么"
"155","企业开户最多跑一次的目标是什么"
"155","企业开户最多跑一次的规定标准是什么"
"155","企业开户最多跑一次是什么意思"
"155","什么是企业开户最多跑一次"
"156","企业网银证书信息有误怎么办"
"156","企业网银证书信息为什么会报错"
"156","如何解决企业网银证书信息有误"
"156","企业网银证书信息有误的原因是什么"
"156","为什么提示企业网银证书信息有误"
"157","蓝牙蜜盾怎么和手机匹配"
"157","如何操作蓝牙蜜盾"
"157","企业手机银行蓝牙蜜盾操作方法"
"157","为什么蓝牙蜜盾和手机无法匹配"
"157","蓝牙蜜盾开机后如何操作"
"157","企业手机银行蓝牙蜜盾操作步骤"
"158","存款利率"
"158","定期利率是多少"
"158","定期存款有多少利息"
"158","定期存款利率是多少"
"158","存款利息是多少"
"158","查一下定期存款的利率"
"159","存折磁性没有了怎么办"
"159","存折不能读取磁条了"
"159","存折刷不出来怎么办"
"159","存折消磁了怎么办"
"159","存折没磁性了可以换吗"
"159","存折没磁了"
"159","存折可以补磁吗"
"16","我需要etc的电子发票"
"16","etc开的发票是纸质的吗"
"16","etc开的是纸质发票吗"
"16","etc可以开纸质发票吗"
"16","etc能不能开电子发票"
"16","etc能开发票吗"
"16","etc怎么开电子发票"
"16","我能不能开etc的电子发票"
"160","我想知道时间银行卡"
"160","我想知道什么是时间银行卡"
"160","时间银行卡简单了解一下"
"160","时间银行卡是什么"
"160","什么是时间银行卡"
"160","我能不能了解一下时间银行卡"
"160","我想了解一下时间银行卡"
"160","我的时间银行卡是什么"
"160","能不能简单介绍一下时间银行卡"
"161","怎么使用你们的银行卡通过手机支付进出闸机"
"161","怎么使用手机pay来进出闸机"
"161","怎么使用手机支付进出闸机"
"161","怎么用手机进出闸机"
"161","手机支付进出闸机的话怎么用你们的银行卡支付"
"161","手机支付进出闸机怎么用"
"161","手机pay进出闸机怎么用"
"161","我想用手机支付进出闸机怎么操作"
"161","我的手机绑定了你们的银行卡怎么进出闸机"
"161","我要是用手机进出闸机怎么使用你们的银行卡"
"162","开通电子票据业务后菜单在哪"
"162","开通电子票据业务后怎么操作"
"162","电子票据按钮在哪"
"162","电子票据菜单在哪"
"162","为什么已经开通了电子票据业务却找不到按钮"
"162","为什么已经开通了电子票据业务却找不到菜单"
"163","准备哪些材料才能进行企业支票购买"
"163","怎么才能购买企业支票"
"163","企业支票购买如何办理"
"163","企业支票购买需要哪些材料"
"163","企业支票购买需要准备些什么"
"163","企业支票怎么进行购买"
"164","在电话里面能办蜜蜂校园卡销户嘛"
"164","在哪儿可以办蜜蜂校园卡的销户"
"164","我可以在哪儿办蜜蜂校园卡销户"
"164","我想办一下蜜蜂校园卡的销户"
"164","我怎么才能办蜜蜂校园卡的销户"
"164","蜜蜂校园卡的销户需要带什么"
"164","蜜蜂校园卡的销户需要什么资料"
"164","蜜蜂校园卡销户的程序是什么"
"164","蜜蜂校园卡销户在哪儿办"
"164","蜜蜂校园卡怎么销户"
"164","去柜台办蜜蜂校园卡的销户要带什么"
"165","你们怎么把贷记卡账单寄给我呢"
"165","你们怎么把信用卡账单寄给我呢"
"165","信用卡的账单可以怎么寄"
"165","我想让你们把贷记卡的账单寄给我"
"165","我想让你们把信用卡的账单寄给我"
"165","你们的贷记卡寄送有哪几种方式"
"165","你们的贷记卡账单寄送方式有哪些"
"165","你们的信用卡寄送有哪几种方式"
"165","你们的信用卡账单寄送方式有哪些"
"165","贷记卡的账单可以怎么寄"
"165","贷记卡账单寄送方式"
"166","如何打印企业网银电子票据"
"166","怎么打印网银电子回单"
"166","企业网银电子票据回单哪里可以打印"
"166","打印电子票据入口"
"166","电子票据在哪打印"
"167","个人存款证明的计费标准是怎样的"
"167","个人存款证明的计费方式是什么"
"167","个人存款证明是免费的吗"
"167","个人存款证明要多少钱"
"167","个人存款证明要收费吗"
"168","我的etc还能不能再加几辆车"
"168","我的etc签约了还能多增加车辆嘛"
"168","我的etc已经签约是否还能新加车辆"
"168","我能不能在etc上多加几辆车"
"168","我想在我的etc上再多加几辆车"
"168","我已经签约了还能再加车辆嘛"
"168","已经签约的etc还能新增车辆嘛"
"168","签约之后的etc还能加车辆吗"
"169","信用卡的消费记录是怎么样的"
"169","信用卡的交易流水可以看吗"
"169","我想看一下最近信用卡的流水"
"169","我想看信用卡的交易流水"
"169","想看一下信用卡的流水"
"169","信用卡最近的交易"
"169","信用卡最近的流水"
"169","信用卡最近的消费记录看一下"
"169","我可以看信用卡的交易记录吗"
"169","方便看信用卡的交易流水吗"
"17","用五一服务卡坐地铁打折嘛"
"17","我想了解一下五一服务卡坐地铁是打几折"
"17","我想问一下五一服务卡坐地铁的话打几折"
"17","我想问一下五一服务卡坐地铁的话打折嘛"
"17","请问一下五一服务卡坐地铁打不打折"
"17","请问一下五一服务卡坐地铁是打几折"
"17","五一服务卡在宁波坐地铁打几折"
"17","五一服务卡坐地铁打几折"
"17","五一服务卡坐地铁能不能打折"
"17","我想知道五一服务卡坐地铁是不是可以打折"
"170","在哪里下载企业网银软件"
"170","在哪里下载企业网银客户端"
"170","企业网银下载地址"
"170","如何将企业网银下载到桌面"
"170","如何将企业网银下载到电脑"
"171","信用卡每个不同的分期是各收多少的手续费"
"171","信用卡的分期手续费是怎么算的"
"171","信用卡的分期是怎么样的"
"171","信用卡每次分期收费多少"
"171","信用卡可以怎么分期"
"171","信用卡各个分期收多少手续费"
"171","信用卡分期还款是什么样的利息"
"171","信用卡分期还款是多少的手续费"
"172","1类户是什么"
"172","一类户是什么"
"172","一类户有哪些功能"
"172","1类户有哪些功能"
"172","Ⅰ类户有哪些功能"
"172","什么是一类户"
"173","我的积分现在是几分了"
"173","我的个人积分现在是多少"
"173","我想查一下我的积分"
"173","我的积分有多少了"
"173","请问一下我的积分是多少"
"173","我想看一下我的积分"
"173","我要查一下我的积分现在多少了"
"173","我的积分现在能查吗"
"173","我的个人积分已经积累的怎么样了"
"173","我需要查一下我的积分"
"174","visa信用卡的利息是在消费之后多久给"
"174","visa消费免收利息的周期是多久"
"174","visa消费免收利息的时间"
"174","visa消费多久不用给利息"
"174","visa信用卡消费在多久之后要给利息"
"174","visa信用卡消费什么时间之内可以不用给利息"
"174","visa信用卡消费能不能不给利息"
"174","visa信用卡消费不用给利息的周期是多久"
"174","visa信用卡消费不用给利息的时间"
"174","什么时间之内visa信用卡不用利息"
"175","你们的ATM机取款是额度限制的嘛"
"175","你们的ATM机取款额度"
"175","我在你们的ATM机上取款有没有额度限制"
